Sample,Title,Tissue,Ecotype,Genotype,Treatment,Project,TotalReads,UniqelyMappedRate,
GSM4182575,"Apices, WT I 6 weeks SDs",apical meristem enriched,Col-0,wild type,--,PRJNA590705,16091229,0.9178,
GSM4182576,"Apices, WT II 6 weeks SDs",apical meristem enriched,Col-0,wild type,--,PRJNA590705,17911500,0.9208,
GSM4182577,"Apices, WT III 6 weeks SDs",apical meristem enriched,Col-0,wild type,--,PRJNA590705,16293335,0.918,
GSM4182578,"Apices, sail_783c05 I 6 weeks SDs",apical meristem enriched,Col-0,chr4-2,--,PRJNA590705,16283890,0.9206,
GSM4182579,"Apices, sail_783c05 II 6 weeks SDs",apical meristem enriched,Col-0,chr4-2,--,PRJNA590705,16782380,0.9186,
GSM4182580,"Apices, sail_783c05 III 6 weeks SDs",apical meristem enriched,Col-0,chr4-2,--,PRJNA590705,15932339,0.9219,
GSM4182581,"Apices, svp flc ft tsf soc1 I 6 weeks SDs",apical meristem enriched,Col-0,svp flc ft tsf soc1,--,PRJNA590705,16538652,0.9205,
GSM4182582,"Apices, svp flc ft tsf soc1 II 6 weeks SDs",apical meristem enriched,Col-0,svp flc ft tsf soc1,--,PRJNA590705,14421856,0.9201,
GSM4182583,"Apices, svp flc ft tsf soc1 III 6 weeks SDs",apical meristem enriched,Col-0,svp flc ft tsf soc1,--,PRJNA590705,15788391,0.9223,
GSM4182584,"Apices, qem2 I 6 weeks SDs",apical meristem enriched,Col-0,qem2,--,PRJNA590705,17063924,0.9187,
GSM4182585,"Apices, qem2 II 6 weeks SDs",apical meristem enriched,Col-0,qem2,--,PRJNA590705,15927519,0.9268,
GSM4182586,"Apices, qem2 III 6 weeks SDs",apical meristem enriched,Col-0,qem2,--,PRJNA590705,16347620,0.9179,
GSM4188509,WT rep1,Root,No-0,Wild type,grown under 10 mM nitrate condition,PRJNA591124,6311730,0.9038,
GSM4188510,WT rep2,Root,No-0,Wild type,grown under 10 mM nitrate condition,PRJNA591124,6589534,0.9189,
GSM4188511,WT rep3,Root,No-0,Wild type,grown under 10 mM nitrate condition,PRJNA591124,6218344,0.9169,
GSM4188512,CEPDL2ox rep1,Root,No-0,35S:CEPDL2,grown under 10 mM nitrate condition,PRJNA591124,5924234,0.902,
GSM4188513,CEPDL2ox rep2,Root,No-0,35S:CEPDL2,grown under 10 mM nitrate condition,PRJNA591124,5959240,0.8968,
GSM4188514,CEPDL2ox rep3,Root,No-0,35S:CEPDL2,grown under 10 mM nitrate condition,PRJNA591124,5644593,0.8798,
GSM4196114,Col rep1,whole seedling,Col-0,wild type,--,PRJNA592211,17632381,0.8879,
GSM4196115,Col rep2,whole seedling,Col-0,wild type,--,PRJNA592211,16716302,0.8934,
GSM4196116,Col rep3,whole seedling,Col-0,wild type,--,PRJNA592211,16934924,0.897,
GSM4196117,myb30 rep1,whole seedling,Col-0,myb30 mutant,--,PRJNA592211,18718722,0.8895,
GSM4196118,myb30 rep2,whole seedling,Col-0,myb30 mutant,--,PRJNA592211,18205652,0.8723,
GSM4196119,myb30 rep3,whole seedling,Col-0,myb30 mutant,--,PRJNA592211,17975110,0.8836,
GSM4196120,MYB30-OE rep1,whole seedling,Col-0,MYB30- over expression,--,PRJNA592211,16940607,0.8723,
GSM4196121,MYB30-OE rep2,whole seedling,Col-0,MYB30- over expression,--,PRJNA592211,18483081,0.8738,
GSM4196122,MYB30-OE rep3,whole seedling,Col-0,MYB30- over expression,--,PRJNA592211,15003014,0.8883,
GSM4200520,col-0_0hr_rep-1,seedling,Col-0,wild type,without 4C treatment,PRJNA593027,15645067,0.7661,
GSM4200521,col-0_0hr_rep-2,seedling,Col-0,wild type,without 4C treatment,PRJNA593027,17069594,0.7893,
GSM4200522,col-0_0hr_rep-3,seedling,Col-0,wild type,without 4C treatment,PRJNA593027,22024352,0.5291,
GSM4200523,col-0_4hr_rep-1,seedling,Col-0,wild type,4C treatment for 4 hours,PRJNA593027,19903190,0.8202,
GSM4200524,col-0_4hr_rep-2,seedling,Col-0,wild type,4C treatment for 4 hours,PRJNA593027,24238129,0.7936,
GSM4200525,col-0_4hr_rep-3,seedling,Col-0,wild type,4C treatment for 4 hours,PRJNA593027,16011825,0.857,
GSM4200526,col-0_24hr_rep-1,seedling,Col-0,wild type,24C treatment for 4 hours,PRJNA593027,26212490,0.7874,
GSM4200527,col-0_24hr_rep-2,seedling,Col-0,wild type,24C treatment for 4 hours,PRJNA593027,23101226,0.8554,
GSM4200528,col-0_24hr_rep-3,seedling,Col-0,wild type,24C treatment for 4 hours,PRJNA593027,23475392,0.7973,
GSM4200529,stch4_0hr_rep-1,seedling,Col-0,stch4-1,without 4C treatment,PRJNA593027,21578136,0.8266,
GSM4200530,stch4_0hr_rep-2,seedling,Col-0,stch4-1,without 4C treatment,PRJNA593027,18737536,0.8144,
GSM4200531,stch4_0hr_rep-3,seedling,Col-0,stch4-1,without 4C treatment,PRJNA593027,20556249,0.8625,
GSM4200532,stch4_4hr_rep-1,seedling,Col-0,stch4-1,4C treatment for 4 hours,PRJNA593027,18691138,0.7584,
GSM4200533,stch4_4hr_rep-2,seedling,Col-0,stch4-1,4C treatment for 4 hours,PRJNA593027,19371044,0.8539,
GSM4200534,stch4_4hr_rep-3,seedling,Col-0,stch4-1,4C treatment for 4 hours,PRJNA593027,19739809,0.8507,
GSM4200535,stch4_24hr_rep-1,seedling,Col-0,stch4-1,24C treatment for 4 hours,PRJNA593027,19279821,0.8622,
GSM4200536,stch4_24hr_rep-2,seedling,Col-0,stch4-1,24C treatment for 4 hours,PRJNA593027,19156520,0.8515,
GSM4200537,stch4_24hr_rep-3,seedling,Col-0,stch4-1,24C treatment for 4 hours,PRJNA593027,19299183,0.8233,
GSM4216730,wt_1,whole seedling,Col-0,wild type,--,PRJNA595358,41603760,0.926,
GSM4216731,wt_2,whole seedling,Col-0,wild type,--,PRJNA595358,41614554,0.9247,
GSM4216732,wt_3,whole seedling,Col-0,wild type,--,PRJNA595358,41730508,0.9244,
GSM4216733,clpp2-1_1,whole seedling,Col-0,clpp2-1: KO-1 of mtCLPP2 (AT5g23140),--,PRJNA595358,41747147,0.9253,
GSM4216734,clpp2-1_2,whole seedling,Col-0,clpp2-1: KO-1 of mtCLPP2 (AT5g23140),--,PRJNA595358,41807159,0.9237,
GSM4216735,clpp2-1_3,whole seedling,Col-0,clpp2-1: KO-1 of mtCLPP2 (AT5g23140),--,PRJNA595358,41851527,0.9243,
GSM4216736,clpp2-2_1,whole seedling,Col-0,clpp2-2: KO-2 of mtCLPP2 (AT5g23140),--,PRJNA595358,41898446,0.9226,
GSM4216737,clpp2-2_2,whole seedling,Col-0,clpp2-2: KO-2 of mtCLPP2 (AT5g23140),--,PRJNA595358,41478451,0.9191,
GSM4216738,clpp2-2_3,whole seedling,Col-0,clpp2-2: KO-2 of mtCLPP2 (AT5g23140),--,PRJNA595358,41815273,0.9194,
GSM4217858,NST3_GFP+_S1,stem nuclei,Col-0,NST3pro:H4-GFP,--,PRJNA595605,33098137,0.3066,
GSM4217859,NST3_GFP+_S2,stem nuclei,Col-0,NST3pro:H4-GFP,--,PRJNA595605,26554872,0.1637,
GSM4217860,NST3_GFP+_S3,stem nuclei,Col-0,NST3pro:H4-GFP,--,PRJNA595605,33622145,0.4695,
GSM4217861,SMXL5_GFP+_S10,stem nuclei,Col-0,SMXL5pro:H4-GFP,--,PRJNA595605,23176874,0.1889,
GSM4217862,SMXL5_GFP+_S11,stem nuclei,Col-0,SMXL5pro:H4-GFP,--,PRJNA595605,23424841,0.2145,
GSM4217863,SMXL5_GFP+_S12,stem nuclei,Col-0,SMXL5pro:H4-GFP,--,PRJNA595605,19248090,0.3842,
GSM4217864,APL_GFP+_S13,stem nuclei,Col-0,APLpro:H4-GFP,--,PRJNA595605,68143227,0.4116,
GSM4217865,APL_GFP+_S14,stem nuclei,Col-0,APLpro:H4-GFP,--,PRJNA595605,35571237,0.4548,
GSM4217866,APL_GFP+_S15,stem nuclei,Col-0,APLpro:H4-GFP,--,PRJNA595605,47232939,0.5225,
GSM4217867,VND7_GFP+_S4,stem nuclei,Col-0,VND7pro:H4-GFP,--,PRJNA595605,53508021,0.152,
GSM4217868,VND7_GFP+_S5,stem nuclei,Col-0,VND7pro:H4-GFP,--,PRJNA595605,28049974,0.1506,
GSM4217869,VND7_GFP+_S6,stem nuclei,Col-0,VND7pro:H4-GFP,--,PRJNA595605,21234034,0.222,
GSM4217870,PXY_GFP+_S7,stem nuclei,Col-0,PXYpro:H4-GFP,--,PRJNA595605,42073803,0.3071,
GSM4217871,PXY_GFP+_S8,stem nuclei,Col-0,PXYpro:H4-GFP,--,PRJNA595605,52535458,0.3094,
GSM4217872,PXY_GFP+_S9,stem nuclei,Col-0,PXYpro:H4-GFP,--,PRJNA595605,20301474,0.3001,
GSM4217873,SCR_GFP+_S16,stem nuclei,Col-0,SCRpro:H4-GFP,--,PRJNA595605,27756903,0.1068,
GSM4217874,SCR_GFP+_S17,stem nuclei,Col-0,SCRpro:H4-GFP,--,PRJNA595605,12568312,0.2433,
GSM4217875,SCR_GFP+_S18,stem nuclei,Col-0,SCRpro:H4-GFP,--,PRJNA595605,14885558,0.3692,
GSM4217876,LTP1_GFP+_S19,stem nuclei,Col-0,LTP1pro:H4-GFP,--,PRJNA595605,64699969,0.0612,
GSM4217877,LTP1_GFP+_S20,stem nuclei,Col-0,LTP1pro:H4-GFP,--,PRJNA595605,16682896,0.1555,
GSM4217878,LTP1_GFP+_S21,stem nuclei,Col-0,LTP1pro:H4-GFP,--,PRJNA595605,35493342,0.1036,
GSM4217879,NST3_GFP-_S46,stem nuclei,Col-0,NST3pro:H4-GFP,--,PRJNA595605,24937918,0.244,
GSM4217880,NST3_GFP-_S47,stem nuclei,Col-0,NST3pro:H4-GFP,--,PRJNA595605,15052250,0.0609,
GSM4217881,NST3_GFP-_S48,stem nuclei,Col-0,NST3pro:H4-GFP,--,PRJNA595605,34229346,0.4291,
GSM4217882,SMXL5_GFP-_S40,stem nuclei,Col-0,SMXL5pro:H4-GFP,--,PRJNA595605,17901192,0.2179,
GSM4217883,SMXL5_GFP-_S41,stem nuclei,Col-0,SMXL5pro:H4-GFP,--,PRJNA595605,20436609,0.0651,
GSM4217884,SMXL5_GFP-_S42,stem nuclei,Col-0,SMXL5pro:H4-GFP,--,PRJNA595605,18359819,0.1223,
GSM4217885,APL_GFP-_S43,stem nuclei,Col-0,APLpro:H4-GFP,--,PRJNA595605,11087751,0.456,
GSM4217886,APL_GFP-_S44,stem nuclei,Col-0,APLpro:H4-GFP,--,PRJNA595605,9220810,0.3178,
GSM4217887,APL_GFP-_S45,stem nuclei,Col-0,APLpro:H4-GFP,--,PRJNA595605,16792527,0.4201,
GSM4217888,LCMCtl-S30,vascular bundle without phloem cap,Col-0,--,--,PRJNA595604,23403325,0.9147,
GSM4217889,LCMCtl-S31,vascular bundle without phloem cap,Col-0,--,--,PRJNA595604,24831655,0.9222,
GSM4217890,Pcap-S32,phloem cap,Col-0,--,--,PRJNA595604,23446707,0.8389,
GSM4217891,Pcap-S33,phloem cap,Col-0,--,--,PRJNA595604,23226571,0.9048,
GSM4217892,Pith-S34,pith,Col-0,--,--,PRJNA595604,24593314,0.8482,
GSM4217893,Pith-S35,pith,Col-0,--,--,PRJNA595604,23997414,0.9118,
GSM4224086,35S-RTL2 in dcl2dcl3dcl4 replicate1,Seedlings,Col-0,dcl234/35S-RTL2,--,PRJNA596449,28191626,0.9454,
GSM4224087,35S-truncatedDCL1 in dcl2dcl3dcl4,Seedlings,Col-0,dcl234/35S-DCL1RDD,--,PRJNA596449,35667533,0.9447,
GSM4224088,dcl2dcl3dcl4 replicate1,Seedlings,Col-0,dcl234,--,PRJNA596449,25308266,0.9456,
GSM4224089,35S-RTL2 in dcl2dcl3dcl4 replicate2,Seedlings,Col-0,dcl234/35S-RTL2,--,PRJNA596449,25161391,0.9441,
GSM4224090,dcl2dcl3dcl4 replicate2,Seedlings,Col-0,dcl234,--,PRJNA596449,23069812,0.9473,
GSM4224091,35S-RTL2 in Col-0 replicate1,Seedlings,Col-0,35S-RTL2,--,PRJNA596449,21268104,0.9472,
GSM4224092,Col-0 replicate1,Seedlings,Col-0,wild type,--,PRJNA596449,24726336,0.9488,
GSM4224093,35S-RTL2 in Col-0 replicate3,Seedlings,Col-0,35S-RTL2,--,PRJNA596449,25453824,0.9497,
GSM4224094,rtl2-1 replicate1,Seedlings,Col-0,rtl2,--,PRJNA596449,24985622,0.9467,
GSM4224095,35S -RTL1-Myc in Col-0 replicate2,Seedlings,Col-0,35S-RTL1,--,PRJNA596449,29343227,0.9496,
GSM4224096,Col-0 replicate3,Seedlings,Col-0,wild type,--,PRJNA596449,24210124,0.9506,
GSM4224097,rtl2-1 replicate2,Seedlings,Col-0,rtl2,--,PRJNA596449,24293713,0.9501,
GSM4224098,Col-0 replicate2,Seedlings,Col-0,wild type,--,PRJNA596449,27283177,0.9461,
GSM4224099,35S-RTL2 in Col-0 replicate2,Seedlings,Col-0,35S-RTL2,--,PRJNA596449,29082362,0.9444,
GSM4224100,rtl2-1 replicate3,Seedlings,Col-0,rtl2,--,PRJNA596449,29812428,0.9454,
GSM4224101,35S -RTL1-Myc in Col-0 replicate1,Seedlings,Col-0,35S-RTL1,--,PRJNA596449,28120358,0.944,
GSM4224102,35S-RTL2 in dcl2dcl3dcl4 replicate3,Seedlings,Col-0,dcl234/35S-RTL2,--,PRJNA596449,24907124,0.9439,
GSM4224103,dcl2dcl3dcl4 replicate3,Seedlings,Col-0,dcl234,--,PRJNA596449,32588013,0.9436,
GSM4231547,p-T1R1,leaf,Col-0,--,22C T1,PRJNA597344,9083822,0.8374,
GSM4231548,p-T1R2,leaf,Col-0,--,22C T1,PRJNA597344,19241646,0.8898,
GSM4231549,p-T2R1,leaf,Col-0,--,22C T2,PRJNA597344,8609178,0.8841,
GSM4231550,p-T2R2,leaf,Col-0,--,22C T2,PRJNA597344,11238730,0.8392,
GSM4231551,p-T3R1,leaf,Col-0,--,22C T3,PRJNA597344,14641096,0.8998,
GSM4231553,p-T4R2,leaf,Col-0,--,22C T4,PRJNA597344,7901381,0.8237,
GSM4231555,p-T5R2,leaf,Col-0,--,22C T5,PRJNA597344,10891573,0.8656,
GSM4231556,p-T6R1,leaf,Col-0,--,22C T6,PRJNA597344,10755254,0.9107,
GSM4231557,p-T6R2,leaf,Col-0,--,22C T6,PRJNA597344,10427300,0.8957,
GSM4231558,p-T7R1,leaf,Col-0,--,22C T7,PRJNA597344,16084786,0.8541,
GSM4231559,p-T7R2,leaf,Col-0,--,22C T7,PRJNA597344,11716608,0.8655,
GSM4231560,p-T8R1,leaf,Col-0,--,22C T8,PRJNA597344,11161832,0.9134,
GSM4231561,p-T8R2,leaf,Col-0,--,22C T8,PRJNA597344,16337206,0.8297,
GSM4231562,p-T9R1,leaf,Col-0,--,22C T9,PRJNA597344,15264199,0.9297,
GSM4231563,p-T9R2,leaf,Col-0,--,22C T9,PRJNA597344,12414222,0.8881,
GSM4231565,p-T10R2,leaf,Col-0,--,22C T10,PRJNA597344,8197248,0.9016,
GSM4231567,p-T11R2,leaf,Col-0,--,22C T11,PRJNA597344,12836007,0.8154,
GSM4231568,T1R1,leaf,Col-0,--,45C T1,PRJNA597344,10459782,0.9185,
GSM4231569,T1R2,leaf,Col-0,--,45C T1,PRJNA597344,7990031,0.9272,
GSM4231570,T2R1,leaf,Col-0,--,45C T2,PRJNA597344,15096289,0.8817,
GSM4231571,T2R2,leaf,Col-0,--,45C T2,PRJNA597344,11048977,0.9026,
GSM4231572,T3R1,leaf,Col-0,--,45C T3,PRJNA597344,15208591,0.9294,
GSM4231573,T3R2,leaf,Col-0,--,45C T3,PRJNA597344,9660446,0.9052,
GSM4231574,T4R1,leaf,Col-0,--,45C T4,PRJNA597344,7130953,0.8984,
GSM4231575,T4R2,leaf,Col-0,--,45C T4,PRJNA597344,10240031,0.8987,
GSM4231576,T5R1,leaf,Col-0,--,45C T5,PRJNA597344,19767610,0.9005,
GSM4231577,T5R2,leaf,Col-0,--,45C T5,PRJNA597344,8120702,0.9355,
GSM4231578,T6R1,leaf,Col-0,--,45C T6,PRJNA597344,11415290,0.9382,
GSM4231579,T6R2,leaf,Col-0,--,45C T6,PRJNA597344,8816591,0.9006,
GSM4231580,T7R1,leaf,Col-0,--,45C T7,PRJNA597344,15394195,0.9063,
GSM4231581,T7R2,leaf,Col-0,--,45C T7,PRJNA597344,10321924,0.8874,
GSM4231582,T8R1,leaf,Col-0,--,45C T8,PRJNA597344,9747872,0.9005,
GSM4231583,T8R2,leaf,Col-0,--,45C T8,PRJNA597344,9989195,0.9288,
GSM4231584,T9R1,leaf,Col-0,--,45C T9,PRJNA597344,17047382,0.9204,
GSM4231585,T9R2,leaf,Col-0,--,45C T9,PRJNA597344,12326743,0.931,
GSM4231586,T10R1,leaf,Col-0,--,45C T10,PRJNA597344,11187562,0.8622,
GSM4231587,T10R2,leaf,Col-0,--,45C T10,PRJNA597344,13495715,0.8204,
GSM4231588,T11R1,leaf,Col-0,--,45C T11,PRJNA597344,16777226,0.8625,
GSM4231589,T11R2,leaf,Col-0,--,45C T11,PRJNA597344,10207717,0.8273,
GSM4231872,flower.hen2-5_R1,young flower buds,Col-0,hen2-5,--,PRJNA597366,14351120,2.00E-04,
GSM4231873,flower.hen2-5_R2,young flower buds,Col-0,hen2-5,--,PRJNA597366,15295297,2.00E-04,
GSM4231874,flower.rrp4-2_R1,young flower buds,Col-0,rrp4-2,--,PRJNA597366,18330354,2.00E-04,
GSM4231875,flower.rrp4-2_R2,young flower buds,Col-0,rrp4-2,--,PRJNA597366,14593512,2.00E-04,
GSM4231876,flower.wt_R1,young flower buds,Col-0,wild type,--,PRJNA597366,18958809,2.00E-04,
GSM4231877,flower.wt_R2,young flower buds,Col-0,wild type,--,PRJNA597366,17081297,1.00E-04,
GSM4231878,leaf.rrp4-2_R1,rosette leaves,Col-0,rrp4-2,--,PRJNA597366,16840985,1.00E-04,
GSM4231879,leaf.rrp4-2_R2,rosette leaves,Col-0,rrp4-2,--,PRJNA597366,16959100,1.00E-04,
GSM4231880,leaf.rrp4-2_R3,rosette leaves,Col-0,rrp4-2,--,PRJNA597366,13847364,1.00E-04,
GSM4231881,leaf.wt_R1,rosette leaves,Col-0,wild type,--,PRJNA597366,29785699,1.00E-04,
GSM4231882,leaf.wt_R2,rosette leaves,Col-0,wild type,--,PRJNA597366,26698205,1.00E-04,
GSM4231883,leaf.wt_R3,rosette leaves,Col-0,wild type,--,PRJNA597366,27031204,2.00E-04,
GSM4232930,RNA_Ep_LD-rep1,epidermis cells,Col-0,--,Long Day(16h/8h),PRJNA597758,13766887,0.1337,
GSM4232931,RNA_Ep_LD-rep2,epidermis cells,Col-0,--,Long Day(16h/8h),PRJNA597758,11513515,0.1544,
GSM4232932,RNA_Ep_LD-rep3,epidermis cells,Col-0,--,Long Day(16h/8h),PRJNA597758,10969489,0.0442,
GSM4232933,RNA_Ep_SD-rep1,epidermis cells,Col-0,--,Short Day(8h/16h),PRJNA597758,9860165,0.0709,
GSM4232934,RNA_Ep_SD-rep2,epidermis cells,Col-0,--,Short Day(8h/16h),PRJNA597758,11598266,0.0747,
GSM4232935,RNA_Ep_SD-rep3,epidermis cells,Col-0,--,Short Day(8h/16h),PRJNA597758,10385435,0.0932,
GSM4232936,RNA_Va_LD-rep1,vascular cells,Col-0,--,Long Day(16h/8h),PRJNA597758,13307996,0.0544,
GSM4232937,RNA_Va_LD-rep2,vascular cells,Col-0,--,Long Day(16h/8h),PRJNA597758,10350884,0.061,
GSM4232938,RNA_Va_LD-rep3,vascular cells,Col-0,--,Long Day(16h/8h),PRJNA597758,9363262,0.0132,
GSM4232939,RNA_Va_SD-rep1,vascular cells,Col-0,--,Short Day(8h/16h),PRJNA597758,15299158,0.0467,
GSM4232940,RNA_Va_SD-rep2,vascular cells,Col-0,--,Short Day(8h/16h),PRJNA597758,15732291,0.0859,
GSM4261166,910 WT 0hr,seedling,Ler,wild type,0.1¦ÌM flg22 for 0hr,PRJNA600877,26949803,0.4041,
GSM4261167,910 WT 4hr,seedling,Ler,wild type,0.1¦ÌM flg22 for 4hr,PRJNA600877,18447843,0.3584,
GSM4261168,910 smn 0hr,seedling,Ler,smn2 -/-,0.1¦ÌM flg22 for 0hr,PRJNA600877,17734842,0.415,
GSM4261169,910 smn 4hr,seedling,Ler,smn2 -/-,0.1¦ÌM flg22 for 4hr,PRJNA600877,14710104,0.4113,
GSM4261170,918 WT 0hr,seedling,Ler,wild type,0.1¦ÌM flg22 for 0hr,PRJNA600877,25419196,0.3068,
GSM4261171,918 WT 4hr,seedling,Ler,wild type,0.1¦ÌM flg22 for 4hr,PRJNA600877,22386791,0.2596,
GSM4261172,918 smn 0hr,seedling,Ler,smn2 -/-,0.1¦ÌM flg22 for 0hr,PRJNA600877,20082756,0.2909,
GSM4261173,918 smn 4hr,seedling,Ler,smn2 -/-,0.1¦ÌM flg22 for 4hr,PRJNA600877,16561372,0.3192,
GSM4274298,Wild-type non-treated rep1,whole rosette,Col-0,wild type,Non-treated control,PRJNA601526,43265562,0.9194,
GSM4274299,Wild-type non-treated rep2,whole rosette,Col-0,wild type,Non-treated control,PRJNA601526,41615585,0.9041,
GSM4274300,Wild-type non-treated rep3,whole rosette,Col-0,wild type,Non-treated control,PRJNA601526,36979621,0.918,
GSM4274301,Wild-type UV-treated rep1,whole rosette,Col-0,wild type,UV-C radiation (100 mJ cm-2),PRJNA601526,39347922,0.5875,
GSM4274302,Wild-type UV-treated rep2,whole rosette,Col-0,wild type,UV-C radiation (100 mJ cm-2),PRJNA601526,38723657,0.621,
GSM4274303,Wild-type UV-treated rep3,whole rosette,Col-0,wild type,UV-C radiation (100 mJ cm-2),PRJNA601526,34866154,0.5877,
GSM4274304,phot1 non-treated rep1,whole rosette,Col-0,phot1 mutant,Non-treated control,PRJNA601526,43188318,0.9165,
GSM4274305,phot1 non-treated rep2,whole rosette,Col-0,phot1 mutant,Non-treated control,PRJNA601526,40743101,0.9093,
GSM4274306,phot1 non-treated rep3,whole rosette,Col-0,phot1 mutant,Non-treated control,PRJNA601526,35642631,0.9147,
GSM4274307,phot1 UV-treated rep1,whole rosette,Col-0,phot1 mutant,UV-C radiation (100 mJ cm-2),PRJNA601526,40231111,0.6193,
GSM4274308,phot1 UV-treated rep2,whole rosette,Col-0,phot1 mutant,UV-C radiation (100 mJ cm-2),PRJNA601526,39046958,0.6008,
GSM4274309,phot1 UV-treated rep3,whole rosette,Col-0,phot1 mutant,UV-C radiation (100 mJ cm-2),PRJNA601526,40010095,0.6132,
GSM4274310,phot2 non-treated rep1,whole rosette,Col-0,phot2 mutant,Non-treated control,PRJNA601526,44898804,0.9177,
GSM4274311,phot2 non-treated rep2,whole rosette,Col-0,phot2 mutant,Non-treated control,PRJNA601526,43175452,0.9189,
GSM4274312,phot2 non-treated rep3,whole rosette,Col-0,phot2 mutant,Non-treated control,PRJNA601526,38583357,0.9189,
GSM4274313,phot2 UV-treated rep1,whole rosette,Col-0,phot2 mutant,UV-C radiation (100 mJ cm-2),PRJNA601526,34995385,0.6077,
GSM4274314,phot2 UV-treated rep2,whole rosette,Col-0,phot2 mutant,UV-C radiation (100 mJ cm-2),PRJNA601526,39638283,0.5733,
GSM4274315,phot2 UV-treated rep3,whole rosette,Col-0,phot2 mutant,UV-C radiation (100 mJ cm-2),PRJNA601526,38262521,0.657,
GSM4274316,phot1/phot2 non-treated rep1,whole rosette,Col-0,phot1/phot2 mutant,Non-treated control,PRJNA601526,39529158,0.9193,
GSM4274317,phot1/phot2 non-treated rep2,whole rosette,Col-0,phot1/phot2 mutant,Non-treated control,PRJNA601526,41299406,0.8792,
GSM4274318,phot1/phot2 non-treated rep3,whole rosette,Col-0,phot1/phot2 mutant,Non-treated control,PRJNA601526,42112711,0.9159,
GSM4274319,phot1/phot2 UV-treated rep1,whole rosette,Col-0,phot1/phot2 mutant,UV-C radiation (100 mJ cm-2),PRJNA601526,40344874,0.638,
GSM4274320,phot1/phot2 UV-treated rep2,whole rosette,Col-0,phot1/phot2 mutant,UV-C radiation (100 mJ cm-2),PRJNA601526,36916972,0.6536,
GSM4274321,phot1/phot2 UV-treated rep3,whole rosette,Col-0,phot1/phot2 mutant,UV-C radiation (100 mJ cm-2),PRJNA601526,41287784,0.6819,
GSM4274328,wildtype non-treated rep1,whole rosette,Col-0,wild type,Non-treated control,PRJNA601525,43265562,0.9194,
GSM4274329,wildtype non-treated rep2,whole rosette,Col-0,wild type,Non-treated control,PRJNA601525,41615585,0.9041,
GSM4274330,wildtype non-treated rep3,whole rosette,Col-0,wild type,Non-treated control,PRJNA601525,36979621,0.918,
GSM4274331,wildtype UV-treated rep1,whole rosette,Col-0,wild type,UV-C radiation (100 mJ cm-2),PRJNA601525,39347922,0.5875,
GSM4274332,wildtype UV-treated rep2,whole rosette,Col-0,wild type,UV-C radiation (100 mJ cm-2),PRJNA601525,38723657,0.621,
GSM4274333,wildtype UV-treated rep3,whole rosette,Col-0,wild type,UV-C radiation (100 mJ cm-2),PRJNA601525,34866154,0.5877,
GSM4274334,jac1 non-treated rep1,whole rosette,Col-0,jac1 mutant,Non-treated control,PRJNA601525,42042195,0.9142,
GSM4274335,jac1 non-treated rep2,whole rosette,Col-0,jac1 mutant,Non-treated control,PRJNA601525,38397976,0.9166,
GSM4274336,jac1 non-treated rep3,whole rosette,Col-0,jac1 mutant,Non-treated control,PRJNA601525,36548345,0.907,
GSM4274337,jac1 UV-treated rep1,whole rosette,Col-0,jac1 mutant,UV-C radiation (100 mJ cm-2),PRJNA601525,40659666,0.6554,
GSM4274338,jac1 UV-treated rep2,whole rosette,Col-0,jac1 mutant,UV-C radiation (100 mJ cm-2),PRJNA601525,32665240,0.6575,
GSM4274339,jac1 UV-treated rep3,whole rosette,Col-0,jac1 mutant,UV-C radiation (100 mJ cm-2),PRJNA601525,35668312,0.672,
GSM4279791,control rep1,leaf,Col-0,wild type,control,PRJNA602727,48874341,0.8386,
GSM4279792,control rep2,leaf,Col-0,wild type,control,PRJNA602727,55859091,0.7497,
GSM4279793,control rep3,leaf,Col-0,wild type,control,PRJNA602727,51701517,0.7759,
GSM4279794,oviposition rep1,leaf,Col-0,wild type,oviposition*,PRJNA602727,57060865,0.7632,
GSM4279795,oviposition rep2,leaf,Col-0,wild type,oviposition*,PRJNA602727,43191086,0.8417,
GSM4279796,oviposition rep3,leaf,Col-0,wild type,oviposition*,PRJNA602727,51425507,0.8901,
GSM4279797,egg extract rep1,leaf,Col-0,wild type,egg extract*,PRJNA602727,57638525,0.7945,
GSM4279798,egg extract rep2,leaf,Col-0,wild type,egg extract*,PRJNA602727,51506411,0.8207,
GSM4279799,egg extract rep3,leaf,Col-0,wild type,egg extract*,PRJNA602727,45109702,0.8636,
GSM4282451,WT_100nM_CIF2_treatment_for_120min_batch1,root,Col-0,wild type,100 nM CIF2 for 120 min,PRJNA602947,39337960,0.8035,
GSM4282452,WT_100nM_CIF2_treatment_for_120min_batch2,root,Col-0,wild type,100 nM CIF2 for 120 min,PRJNA602947,39078601,0.826,
GSM4282453,WT_100nM_CIF2_treatment_for_120min_batch3,root,Col-0,wild type,100 nM CIF2 for 120 min,PRJNA602947,39190948,0.8196,
GSM4282454,sgn3-3_100nM_CIF2_treatment_for_120min_batch1,root,Col-0,sgn3-3 (SALK_043282),100 nM CIF2 for 120 min,PRJNA602947,34704017,0.8212,
GSM4282455,sgn3-3_100nM_CIF2_treatment_for_120min_batch2,root,Col-0,sgn3-3 (SALK_043282),100 nM CIF2 for 120 min,PRJNA602947,41542748,0.8064,
